         111611055 function calls (108786268 primitive calls) in 138.524 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    16102    0.004    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/markers.py:407(get_snap_threshold)
      147    0.004    0.000    0.077    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_axes.py:5619(_pcolorargs)
     4200    0.004    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/jpllib.py:200(__init__)
      140    0.004    0.000   13.872    0.099 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/PngImagePlugin.py:1217(_save)
      789    0.004    0.000    0.012    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/geometry/polygon.py:269(exterior)
     2695    0.004    0.000    0.019    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/colors.py:1244(vmin)
      708    0.004    0.000    3.416    0.005 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/spines.py:291(set_position)
      334    0.004    0.000    0.945    0.003 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/__init__.py:1420(inner)
      550    0.004    0.000    0.005    0.000 {built-in method matplotlib._path.cleanup_path}
      521    0.004    0.000    0.014    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:856(update_from_path)
     2800    0.004    0.000    0.014    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/units.py:315(degrees)
    18041    0.004    0.000    0.004    0.000 {built-in method _thread.get_ident}
      441    0.004    0.000    0.016    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/ma/core.py:1697(mask_or)
     9655    0.004    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/linalg/linalg.py:194(_assert_stacked_2d)
      560    0.004    0.000    0.007    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/functions.py:134(rot_y)
     3360    0.004    0.000    0.038    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/timelib.py:848(tdb)
     8770    0.004    0.000    0.010    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/shape_base.py:218(_vhstack_dispatcher)
     1140    0.004    0.000    0.011    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/numeric.py:289(full)
     3645    0.004    0.000    0.032    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/offsetbox.py:258(set_offset)
     4022    0.004    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/common.py:352(apply_if_callable)
     4200    0.004    0.000    0.006    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/jpllib.py:192(__new__)
      234    0.004    0.000    0.089    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:2280(add_collection)
     1045    0.004    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/weakref.py:46(__new__)
     1811    0.004    0.000    0.006    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/pathlib.py:523(_format_parsed_parts)
      832    0.004    0.000    0.032    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/cm.py:717(_ensure_cmap)
     6422    0.004    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:394(<dictcomp>)
      635    0.004    0.000    0.017    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/_asarray.py:22(require)
     6880    0.004    0.000    0.014    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:968(x1)
      725    0.004    0.000    0.020    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/collections.py:563(set_linewidth)
      140    0.004    0.000   22.790    0.163 /home/waves/projects/MATS/MATS-utility-functions/src/mats_utils/plotting/plotCCD.py:177(update_plot_cbar)
     1120    0.004    0.000    0.011    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:4457(<listcomp>)
    12952    0.004    0.000    0.004    0.000 {method 'lstrip' of 'str' objects}
     4760    0.004    0.000    0.004    0.000 {method 'unpack' of '_struct.Struct' objects}
     2800    0.004    0.000    0.035    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/npyio.py:214(__del__)
       20    0.004    0.000    0.004    0.000 {built-in method matplotlib._path.points_in_path}
    20187    0.004    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:1006(minpos)
      168    0.004    0.000    0.028    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/pandas/core/series.py:342(__init__)
      341    0.004    0.000    0.031    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_base.py:2521(update_datalim)
      147    0.004    0.000    0.317    0.002 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/colorbar.py:1110(_mesh)
      140    0.004    0.000   14.014    0.100 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/image.py:1547(imsave)
     6499    0.004    0.000    0.004    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
     8218    0.004    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/ticker.py:192(set_axis)
     7011    0.004    0.000    0.004    0.000 {method 'find' of 'str' objects}
     2223    0.004    0.000    0.093    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:504(_get_text1_transform)
     1400    0.004    0.000    0.066    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/timelib.py:881(precession_matrix)
    17480    0.004    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/inspect.py:3024(parameters)
      147    0.004    0.000    0.131    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/image.py:247(__init__)
     2223    0.004    0.000    0.085    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:507(_get_text2_transform)
    20246    0.004    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/numeric.py:2269(_isclose_dispatcher)
     1492    0.004    0.000    0.034    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/shapely/geometry/polygon.py:238(__init__)
       20    0.004    0.000    0.032    0.002 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/mpl/gridliner.py:1177(_axes_domain)
     4503    0.004    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/colors.py:231(_has_alpha_channel)
      117    0.004    0.000    0.006    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/botocore/hooks.py:454(_alias_event_name)
     1400    0.004    0.000    0.039    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/timelib.py:806(tdb_fraction)
     7011    0.004    0.000    0.004    0.000 {built-in method _struct.calcsize}
      140    0.004    0.000    2.466    0.018 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/colorbar.py:474(update_normal)
     2268    0.004    0.000    0.062    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:1726(set_major_formatter)
     2110    0.004    0.000    0.048    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/patches.py:341(_set_facecolor)
     2800    0.004    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/units.py:304(_degrees)
     1960    0.004    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/colorbar.py:189(get_subplotspec)
     1281    0.004    0.000    0.011    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/colors.py:1378(autoscale_None)
     6047    0.004    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:283(y1)
     7362    0.004    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/arraysetops.py:125(_unpack_tuple)
      560    0.004    0.000    0.756    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/positionlib.py:685(observe)
      280    0.004    0.000    0.012    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/_api/__init__.py:344(warn_external)
     2280    0.004    0.000    0.083    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:443(_get_text1_transform)
     4200    0.004    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/timelib.py:844(tt)
     7044    0.004    0.000    0.006    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/ticker.py:1743(__call__)
     6920    0.004    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:273(x1)
      532    0.004    0.000    0.011    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/crs.py:240(_as_mpl_transform)
     4795    0.004    0.000    0.011    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/offsetbox.py:317(get_visible_children)
      983    0.004    0.000    0.009    0.000 <frozen posixpath>:117(splitext)
    23808    0.004    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3210(_around_dispatcher)
     2803    0.004    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/threading.py:90(RLock)
      983    0.004    0.000    0.005    0.000 <frozen genericpath>:121(_splitext)
    14000    0.004    0.000    0.004    0.000 {method 'seekable' of '_io.BytesIO' objects}
     1400    0.003    0.000    0.053    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/functions.py:39(mxmxm)
     6422    0.003    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:381(<dictcomp>)
      147    0.003    0.000    0.092    0.001 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axes/_axes.py:93(set_title)
     3133    0.003    0.000    0.053    0.000 <__array_function__ internals>:177(in1d)
     2280    0.003    0.000    0.076    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:446(_get_text2_transform)
      201    0.003    0.000    0.007    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/path.py:322(make_compound_path)
    12467    0.003    0.000    0.004    0.000 {built-in method posix.fspath}
     1400    0.003    0.000    0.013    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1319(searchsorted)
     1974    0.003    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/numerictypes.py:228(obj2sctype)
     2940    0.003    0.000    0.028    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/offsetbox.py:1074(_update_offset_func)
      760    0.003    0.000    0.011    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/inspect.py:2042(_signature_bound_method)
     6202    0.003    0.000    0.073    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/PngImagePlugin.py:152(_crc32)
     1325    0.003    0.000    0.022    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:2807(__init__)
    16687    0.003    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:805(get_alpha)
    14811    0.003    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2302(_any_dispatcher)
     2411    0.003    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/figure.py:132(update)
      480    0.003    0.000    0.095    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/text.py:449(set_bbox)
     2466    0.003    0.000    0.012    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:1974(clear)
     4384    0.003    0.000    0.007    0.000 <__array_function__ internals>:177(real)
      411    0.003    0.000    0.026    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/legend.py:606(_findoffset)
      574    0.003    0.000    0.037    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/cartopy/crs.py:48(_safe_pj_transform)
     3080    0.003    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/patches.py:728(get_path)
    20772    0.003    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/lib/stride_tricks.py:476(_broadcast_arrays_dispatcher)
     2240    0.003    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/gridspec.py:685(get_topmost_subplotspec)
    17094    0.003    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:855(get_clip_on)
     1970    0.003    0.000    0.003    0.000 {method 'astype' of 'numpy.generic' objects}
     4480    0.003    0.000    0.003    0.000 {method 'strip' of 'bytes' objects}
    17082    0.003    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/artist.py:574(get_url)
      280    0.003    0.000    0.009    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/skyfield/vectorlib.py:61(__sub__)
     3871    0.003    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/axis.py:699(isDefault_majloc)
      427    0.003    0.000    0.029    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/colorbar.py:136(set_xy)
     2270    0.003    0.000    0.015    0.000 <__array_function__ internals>:177(unravel_index)
     7099    0.003    0.000    0.003    0.000 {method 'insert' of 'list' objects}
     2240    0.003    0.000    0.012    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/gridspec.py:443(locally_modified_subplot_params)
      140    0.003    0.000   14.003    0.100 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/PIL/Image.py:2236(save)
1668/1662    0.003    0.000    0.023    0.000 {built-in method builtins.__import__}
     2800    0.003    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/zipfile.py:1440(<listcomp>)
     5134    0.003    0.000    0.003    0.000 {method 'rfind' of 'str' objects}
      855    0.003    0.000    0.024    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/numpy/ma/core.py:3121(view)
    16102    0.003    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/lines.py:597(get_markevery)
      358    0.003    0.000    0.005    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/inspect.py:867(cleandoc)
      509    0.003    0.000    0.010    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/transforms.py:2286(__init__)
     3491    0.003    0.000    0.003    0.000 {built-in method sys.exc_info}
      280    0.003    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/jplephem/daf.py:35(unpack)
     4384    0.003    0.000    0.026    0.000 <__array_function__ internals>:177(isreal)
      567    0.003    0.000    0.004    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:250(_remove_proxy)
    14588    0.003    0.000    0.003    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/site-packages/matplotlib/collections.py:757(get_facecolor)
      840    0.003    0.000    0.009    0.000 /home/waves/anaconda3/envs/MATS_img/lib/python3.11/fnmatch.py:19(fnmatch)
